FireGirlTrials_PolicyComparisons_1 Outputs


PATHWAYS GENERATED UNDER a LET-BURN POLICY
supp_ave,supp_min,supp_max,supp_std,supp_95_low,supp_95_high,harv_ave,harv_min,harv_max,harv_std,harv_95_low,harv_95_high,grwth_ave,grwth_min,grwth_max,grwth_std,grwth_95_low,grwth_95_high,cells_burned_ave,cells_burned_min,cells_burned_max,cells_burned_std,cells_burned_95_low,cells_burned_95_high,timb_lost_ave,timb_lost_min,timb_lost_max,timb_lost_std,timb_lost_95_low,timb_lost_95_high,supp_decicions
0.0,0.0,0.0,0.0,0.0,0.0,5407.114,2965.858,7163.386,843.316,7100.964,3713.264,5656.124,3095.106,7526.456,895.564,7454.918,3857.331,123.7,1.0,2846.0,427.586,80654.01,-735.132,9068.825,0.0,2846.0,35640.069,80654.01,-62516.36,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5357.021,2989.466,7190.833,822.617,7009.296,3704.745,5597.19,3121.04,7553.145,866.708,7338.024,3856.356,51.04,1.0,729.0,158.388,30454.723,-267.092,3635.528,0.0,729.0,13352.455,30454.723,-23183.666,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5356.723,2916.033,7324.277,866.061,7096.259,3617.188,5604.373,3024.939,7616.134,911.439,7435.051,3773.694,58.52,1.0,1105.0,184.724,27402.381,-312.51,3940.443,0.0,1105.0,11680.98,27402.381,-19521.495,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5393.159,3031.001,6911.662,766.86,6933.442,3852.876,5637.514,3093.434,7268.435,814.228,7272.94,4002.088,19.84,1.0,405.0,61.605,5203.037,-103.897,798.153,0.0,405.0,2193.057,5203.037,-3606.732,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5384.962,2981.119,6862.038,790.792,6973.315,3796.608,5635.172,3104.945,7203.559,833.211,7308.724,3961.619,75.48,1.0,1873.0,295.08,58035.177,-517.206,5918.358,0.0,1873.0,25947.366,58035.177,-46198.461,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5418.132,2885.369,6915.685,766.89,6958.476,3877.788,5665.646,2991.108,7264.731,812.499,7297.597,4033.694,73.42,1.0,1439.0,231.244,42170.098,-391.048,4467.941,0.0,1439.0,18770.748,42170.098,-33234.215,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5437.333,2846.225,6918.337,796.546,7037.242,3837.424,5687.458,2972.344,7245.636,839.411,7373.466,4001.451,63.34,1.0,1577.0,241.41,46654.54,-421.546,4635.336,0.0,1577.0,20920.073,46654.54,-37383.868,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5432.528,2799.212,6938.874,815.1,7069.704,3795.352,5680.471,2941.865,7264.39,853.45,7394.677,3966.266,51.2,1.0,946.0,153.978,27965.496,-258.075,3560.922,0.0,946.0,12150.289,27965.496,-20843.652,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5462.758,3794.446,7345.311,813.95,7097.625,3827.89,5720.58,3977.704,7702.128,856.597,7441.105,4000.054,170.3,1.0,3728.0,700.854,133172.836,-1237.406,13838.202,0.0,3728.0,59413.056,133172.836,-105496.432,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5470.126,3521.878,6930.246,787.506,7051.877,3888.374,5722.554,3672.759,7257.252,831.857,7393.388,4051.72,128.34,1.0,5000.0,701.851,148626.155,-1281.369,11845.775,0.0,5000.0,68098.757,148626.155,-124934.604,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5586.566,3592.425,8306.154,901.519,7397.321,3775.811,5849.862,3771.043,8695.631,948.563,7755.107,3944.617,211.62,1.0,5000.0,904.625,172202.898,-1605.372,16864.155,0.0,5000.0,77338.397,172202.898,-138474.587,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5583.671,3759.767,7448.397,824.038,7238.801,3928.541,5844.23,3939.853,7820.104,867.363,7586.379,4102.081,73.9,1.0,1102.0,218.617,45071.241,-365.206,5381.775,0.0,1102.0,19760.168,45071.241,-34307.69,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5650.277,3689.32,8040.002,885.402,7428.659,3871.896,5913.15,3821.069,8394.114,927.597,7776.283,4050.017,52.58,1.0,866.0,141.346,11752.84,-231.321,1849.542,0.0,866.0,4930.549,11752.84,-8053.757,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5622.3,3650.038,7303.094,830.197,7289.8,3954.8,5881.643,3778.105,7683.291,879.013,7647.193,4116.093,16.8,1.0,469.0,66.675,2952.513,-117.121,422.31,0.0,469.0,1259.711,2952.513,-2107.893,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5600.579,3546.904,7090.229,794.251,7195.878,4005.279,5859.825,3705.907,7459.616,838.363,7543.727,4175.922,27.12,1.0,800.0,112.614,12370.654,-199.072,1063.783,0.0,800.0,5629.344,12370.654,-10243.088,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5679.263,3856.412,7449.675,790.28,7266.587,4091.939,5941.616,3998.417,7840.54,833.587,7615.925,4267.307,76.14,1.0,1660.0,266.052,38424.43,-458.242,5066.661,0.0,1660.0,16607.81,38424.43,-28291.107,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5734.243,3971.783,7124.612,813.413,7368.03,4100.456,6002.033,4152.728,7488.62,855.359,7720.073,4283.993,39.26,1.0,634.0,114.741,9470.45,-191.205,1327.488,0.0,634.0,4054.131,9470.45,-6815.475,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5796.669,3884.431,7272.312,768.466,7340.179,4253.159,6070.303,4026.704,7625.134,813.165,7703.594,4437.012,37.4,1.0,719.0,109.01,10460.813,-181.552,1626.529,0.0,719.0,4398.319,10460.813,-7207.755,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5750.315,4012.877,7022.828,723.424,7203.355,4297.274,6017.853,4209.18,7388.139,759.874,7544.104,4491.601,52.02,1.0,1498.0,219.433,37720.217,-388.724,3920.709,0.0,1498.0,16827.739,37720.217,-29878.799,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5776.246,4070.989,7110.703,697.507,7177.23,4375.262,6046.722,4178.812,7440.962,740.393,7533.845,4559.6,47.4,1.0,1068.0,169.372,32440.225,-292.794,3317.983,0.0,1068.0,14499.071,32440.225,-25804.259,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5750.076,4037.47,6927.009,665.646,7087.066,4413.086,6018.484,4193.481,7290.652,702.659,7429.816,4607.152,18.6,1.0,308.0,56.746,10534.582,-95.378,1085.793,0.0,308.0,4704.262,10534.582,-8362.995,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5713.033,4131.94,6846.091,633.684,6985.826,4440.241,5982.122,4310.731,7197.689,667.376,7322.585,4641.659,16.1,1.0,342.0,53.789,9713.118,-91.939,1100.846,0.0,342.0,4287.786,9713.118,-7511.426,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5713.766,3986.61,7238.201,663.705,7046.858,4380.675,5985.289,4143.102,7563.583,698.726,7388.722,4581.856,28.22,1.0,882.0,124.19,12637.012,-221.222,1032.251,0.0,882.0,5777.655,12637.012,-10572.51,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5715.155,3953.778,6832.902,615.829,6952.085,4478.225,5984.303,4134.323,7141.327,651.736,7293.353,4675.254,54.56,1.0,2023.0,283.711,59204.724,-515.291,4239.628,0.0,2023.0,27365.436,59204.724,-50725.468,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5774.179,4432.53,6937.826,575.575,6930.256,4618.102,6047.239,4633.655,7240.342,603.648,7259.702,4834.776,30.94,1.0,456.0,93.255,17034.477,-156.367,2024.991,0.0,456.0,7472.763,17034.477,-12984.494,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5771.975,4387.934,6750.44,540.836,6858.276,4685.674,6039.147,4574.596,7083.248,567.324,7178.65,4899.644,14.14,1.0,264.0,40.849,9123.919,-67.908,897.742,0.0,264.0,4095.562,9123.919,-7328.436,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5775.535,4457.375,6835.778,544.775,6869.748,4681.321,6044.845,4652.567,7147.429,571.505,7192.747,4896.942,11.2,1.0,156.0,29.932,3190.62,-48.92,370.592,0.0,156.0,1404.006,3190.62,-2449.436,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5809.667,4447.393,7188.195,598.438,7011.664,4607.669,6082.47,4661.073,7502.274,632.31,7352.501,4812.438,30.52,1.0,227.0,53.116,6557.534,-76.167,1035.888,0.0,227.0,2749.058,6557.534,-4485.758,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5828.102,4405.712,7633.051,697.107,7228.282,4427.922,6100.849,4571.157,7989.786,737.285,7581.729,4619.969,31.76,1.0,295.0,73.903,10550.225,-116.678,1596.454,0.0,295.0,4457.808,10550.225,-7357.317,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5870.784,4408.7,7582.067,706.244,7289.317,4452.251,6141.395,4594.907,7954.041,743.967,7635.697,4647.092,62.84,1.0,729.0,147.615,20111.095,-233.654,2886.805,0.0,729.0,8575.446,20111.095,-14337.485,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5899.443,4496.926,8049.546,777.937,7461.975,4336.911,6174.575,4669.334,8437.478,822.263,7826.139,4523.011,80.44,1.0,2799.0,402.075,76520.705,-727.152,6301.021,0.0,2799.0,34960.228,76520.705,-63918.663,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5890.525,4607.037,7596.304,693.765,7283.993,4497.057,6165.684,4793.699,7975.388,728.835,7629.592,4701.776,48.42,1.0,939.0,143.094,23142.46,-238.994,2645.063,0.0,939.0,10205.025,23142.46,-17852.333,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5870.888,4565.79,7572.607,655.508,7187.515,4554.261,6151.069,4774.492,7939.238,692.489,7541.974,4760.163,54.74,1.0,1204.0,225.432,37353.337,-398.054,3885.59,0.0,1204.0,16662.565,37353.337,-29582.156,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5874.106,4550.149,7798.675,652.717,7185.127,4563.084,6147.358,4752.3,8177.072,688.257,7529.763,4764.954,80.4,1.0,2217.0,328.741,64631.823,-579.897,5917.625,0.0,2217.0,29231.999,64631.823,-52796.572,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5852.239,4487.934,7615.276,640.187,7138.092,4566.385,6125.98,4675.034,7989.701,675.444,7482.651,4769.31,55.38,1.0,1185.0,189.242,39913.549,-324.724,4012.896,0.0,1185.0,17873.834,39913.549,-31887.757,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5879.111,4506.573,7519.417,609.535,7103.398,4654.823,6154.593,4670.704,7897.396,645.76,7451.639,4857.546,73.88,1.0,1167.0,218.068,36263.937,-364.123,3619.101,0.0,1167.0,16252.863,36263.937,-29025.736,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5903.543,4361.145,7589.175,687.771,7284.972,4522.113,6179.271,4531.945,7954.202,723.734,7632.934,4725.607,84.48,1.0,1897.0,315.187,68954.549,-548.592,7208.023,0.0,1897.0,30741.702,68954.549,-54538.502,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5878.549,4218.445,7370.271,666.1,7216.45,4540.648,6156.326,4411.925,7698.305,700.82,7563.964,4748.688,54.2,1.0,1234.0,202.501,42984.65,-352.535,4371.233,0.0,1234.0,19224.436,42984.65,-34242.183,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5904.632,4364.868,7344.758,645.354,7200.864,4608.4,6175.726,4582.42,7675.664,677.963,7537.455,4813.997,25.82,1.0,315.0,64.642,11980.29,-104.017,1607.489,0.0,315.0,5164.3,11980.29,-8765.312,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5892.922,4377.379,7555.201,636.844,7172.059,4613.784,6170.83,4572.904,7903.286,672.488,7521.562,4820.097,22.74,1.0,439.0,70.686,7432.714,-119.238,913.375,0.0,439.0,3245.779,7432.714,-5605.963,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5856.938,4553.262,7426.897,577.182,7016.242,4697.633,6175.858,4778.845,7794.494,630.35,7441.954,4909.762,23.96,1.0,652.0,92.748,16462.625,-162.329,1468.272,0.0,652.0,7465.229,16462.625,-13526.08,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5927.975,4336.36,7351.505,582.205,7097.369,4758.581,6211.759,4528.07,7719.781,611.792,7440.579,4982.938,51.18,1.0,999.0,175.092,33538.581,-300.503,3189.419,0.0,999.0,15109.918,33538.581,-27159.743,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5942.012,4481.092,7447.164,582.003,7111.0,4773.024,6221.526,4677.504,7826.726,618.464,7463.748,4979.304,17.16,1.0,386.0,57.975,11706.357,-99.287,1070.614,0.0,386.0,5295.211,11706.357,-9565.13,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5998.387,4492.335,7557.211,594.622,7192.721,4804.053,6282.159,4684.41,7951.591,627.887,7543.308,5021.011,151.0,1.0,4386.0,654.092,134366.977,-1162.783,11174.088,0.0,4386.0,61333.962,134366.977,-112018.801,0.0
